identifier,date_,open_,close_
00657K,2020-06-04,9.36,9.36
00660,2020-06-04,23.31,23.31
00661,2020-06-04,28.62,28.62
00662,2020-06-04,37.36,37.35
00663L,2020-06-04,43.47,43.21
00664R,2020-06-04,11.1,11.14
00665L,2020-06-04,22.0,21.56
00666R,2020-06-04,13.29,13.47
00668,2020-06-04,28.49,28.47
00668K,2020-06-04,9.51,9.51
00669R,2020-06-04,11.38,11.38
00670L,2020-06-04,48.37,48.3
00671R,2020-06-04,9.01,9.03
00673R,2020-06-04,33.8,34.04
00674R,2020-06-04,14.38,14.35
00675L,2020-06-04,18.94,18.9
00676R,2020-06-04,6.0,6.02
00677U,2020-06-04,5.72,5.7
00678,2020-06-04,25.7,25.56
00680L,2020-06-04,30.72,30.64
00681R,2020-06-04,13.02,13.02
00682U,2020-06-04,19.45,19.45
00683L,2020-06-04,19.48,19.55
00684R,2020-06-04,18.21,18.23
00685L,2020-06-04,16.24,16.12
00686R,2020-06-04,6.55,6.56
00688L,2020-06-04,31.15,31.14
00689R,2020-06-04,13.31,13.33
00690,2020-06-04,22.81,22.75
00692,2020-06-04,22.68,22.68
00693U,2020-06-04,13.74,13.79
00700,2020-06-04,18.85,18.76
00701,2020-06-04,20.96,20.86
00702,2020-06-04,17.18,17.23
00703,2020-06-04,21.43,21.26
00706L,2020-06-04,16.83,16.79
00707R,2020-06-04,19.81,19.81
00708L,2020-06-04,26.85,26.7
00709,2020-06-04,19.29,19.34
00710B,2020-06-04,19.1,19.05
00711B,2020-06-04,22.06,21.94
00712,2020-06-04,10.7,10.73
00713,2020-06-04,31.88,31.61
00714,2020-06-04,19.21,19.18
00715L,2020-06-04,5.9,5.9
00717,2020-06-04,16.87,16.91
00728,2020-06-04,19.73,19.72
00730,2020-06-04,17.37,17.24
00731,2020-06-04,45.77,45.62
00732,2020-06-04,37.75,37.75
00733,2020-06-04,21.44,21.39
00735,2020-06-04,20.76,20.63
00736,2020-06-04,18.27,18.28
00737,2020-06-04,23.59,23.62
00738U,2020-06-04,19.69,19.65
00739,2020-06-04,21.11,21.0
00742,2020-06-04,21.07,20.91
00743,2020-06-04,20.84,20.6
00752,2020-06-04,24.44,24.25
00753L,2020-06-04,24.99,25.17
00757,2020-06-04,28.76,28.96
00762,2020-06-04,28.15,28.05
00763U,2020-06-04,16.93,16.87
00770,2020-06-04,26.9,26.83
00771,2020-06-04,19.1,19.16
00774B,2020-06-04,38.93,38.93
00775B,2020-06-04,45.2,45.0
00783,2020-06-04,18.69,18.55
008201,2020-06-04,98.5,98.5
00830,2020-06-04,18.33,18.27
00850,2020-06-04,21.99,21.99
00851,2020-06-04,23.27,23.3
00852L,2020-06-04,12.83,12.84
00861,2020-06-04,21.23,21.19
00865B,2020-06-04,39.48,39.45
00866,2020-06-04,19.27,19.26
00875,2020-06-04,25.33,25.15
01001T,2020-06-04,16.55,16.6
01002T,2020-06-04,17.09,17.03
01003T,2020-06-04,19.0,18.9
01004T,2020-06-04,14.59,14.63
01007T,2020-06-04,17.67,17.7
1101,2020-06-04,44.0,43.4
1102,2020-06-04,45.2,44.7
1103,2020-06-04,17.05,17.0
1104,2020-06-04,18.15,17.9
1108,2020-06-04,9.69,9.45
1109,2020-06-04,18.05,17.85
1110,2020-06-04,16.4,16.35
