identifier,date_,open_,close_
00657K,2020-04-06,7.5,7.5
00660,2020-04-06,19.8,19.76
00662,2020-04-06,30.35,30.44
00663L,2020-04-06,31.05,31.27
00664R,2020-04-06,13.35,13.33
00665L,2020-04-06,19.98,19.94
00666R,2020-04-06,14.27,14.25
00668,2020-04-06,23.73,23.96
00668K,2020-04-06,7.87,7.87
00669R,2020-04-06,14.09,14.03
00670L,2020-04-06,31.95,32.02
00671R,2020-04-06,11.48,11.47
00673R,2020-04-06,23.64,22.55
00674R,2020-04-06,14.97,15.04
00675L,2020-04-06,13.55,13.67
00676R,2020-04-06,7.21,7.17
00677U,2020-04-06,7.91,7.59
00678,2020-04-06,21.09,21.66
00680L,2020-04-06,34.4,34.36
00681R,2020-04-06,12.45,12.41
00682U,2020-04-06,19.9,20.06
00683L,2020-04-06,20.72,20.71
00684R,2020-04-06,17.69,17.8
00685L,2020-04-06,11.98,11.91
00686R,2020-04-06,7.88,7.85
00688L,2020-04-06,35.1,35.28
00689R,2020-04-06,12.71,12.74
00690,2020-04-06,19.65,19.64
00692,2020-04-06,19.86,19.91
00693U,2020-04-06,13.82,13.82
00700,2020-04-06,18.1,18.28
00701,2020-04-06,18.8,18.49
00702,2020-04-06,14.7,14.78
00703,2020-04-06,19.47,19.22
00706L,2020-04-06,16.8,16.86
00707R,2020-04-06,19.78,19.71
00708L,2020-04-06,25.41,25.26
00709,2020-04-06,16.18,16.25
00710B,2020-04-06,17.25,17.47
00711B,2020-04-06,19.72,19.65
00712,2020-04-06,7.59,8.1
00713,2020-04-06,27.7,27.7
00714,2020-04-06,16.23,16.29
00715L,2020-04-06,5.0,4.88
00717,2020-04-06,15.48,15.35
00728,2020-04-06,16.48,16.59
00730,2020-04-06,14.82,15.14
00731,2020-04-06,40.88,40.52
00732,2020-04-06,38.3,38.16
00733,2020-04-06,16.85,17.11
00735,2020-04-06,17.7,17.75
00736,2020-04-06,15.84,15.9
00737,2020-04-06,18.2,17.51
00738U,2020-04-06,16.06,16.15
00739,2020-04-06,19.98,19.9
00742,2020-04-06,18.6,18.58
00743,2020-04-06,21.37,19.86
00752,2020-04-06,22.08,22.14
00753L,2020-04-06,20.48,20.9
00757,2020-04-06,21.85,21.9
00762,2020-04-06,22.0,21.94
00763U,2020-04-06,15.2,15.26
00770,2020-04-06,21.3,21.31
00771,2020-04-06,16.74,16.74
00774B,2020-04-06,40.58,40.53
00775B,2020-04-06,43.41,43.41
00783,2020-04-06,17.36,17.45
00830,2020-04-06,14.41,14.39
00850,2020-04-06,19.4,19.3
00851,2020-04-06,18.18,18.4
00852L,2020-04-06,8.99,9.05
00861,2020-04-06,18.29,18.41
00865B,2020-04-06,39.89,39.82
00866,2020-04-06,16.02,16.09
00875,2020-04-06,19.89,19.72
01001T,2020-04-06,16.1,16.19
01002T,2020-04-06,16.8,16.8
01003T,2020-04-06,18.7,18.55
01004T,2020-04-06,13.94,13.91
01007T,2020-04-06,16.77,16.8
1101,2020-04-06,39.5,39.05
1102,2020-04-06,39.0,39.05
1103,2020-04-06,15.1,15.15
1104,2020-04-06,15.85,15.8
1108,2020-04-06,6.5,6.89
1109,2020-04-06,15.85,15.75
1110,2020-04-06,16.0,15.5
1201,2020-04-06,20.0,19.9
1203,2020-04-06,26.5,26.45
1210,2020-04-06,37.15,37.05
1305,2020-04-06,14.4,14.75
1213,2020-04-06,5.29,5.2
1215,2020-04-06,59.4,59.2
1216,2020-04-06,68.2,69.0
1217,2020-04-06,6.91,6.95
1218,2020-04-06,22.65,22.5
1219,2020-04-06,18.05,18.25
1220,2020-04-06,10.15,10.2
1225,2020-04-06,32.7,34.25
1227,2020-04-06,62.4,63.9
1229,2020-04-06,38.1,37.95
1231,2020-04-06,39.0,38.85
1232,2020-04-06,113.0,112.0
1233,2020-04-06,34.0,33.55
1234,2020-04-06,30.3,30.15
