identifier,date_,open_,close_,volume_,MA_5,MA_20
00657K,2020-10-07,29.0,29.0,103521.0,25.218,16.551000000000002
00660,2020-10-07,22.81,22.95,4224.0,22.926,23.281
00661,2020-10-07,29.49,29.49,0.0,29.564,29.458000000000006
00662,2020-10-07,42.02,42.05,395860.0,42.494,42.2395
00663L,2020-10-07,57.7,58.85,20000.0,57.160000000000004,57.42999999999999
00664R,2020-10-07,9.47,9.41,1814000.0,9.522,9.5215
00665L,2020-10-07,19.9,19.98,282000.0,19.610000000000003,20.316
00666R,2020-10-07,13.36,13.21,95000.0,13.463999999999999,13.2845
00668,2020-10-07,28.89,28.92,1344554.0,28.990000000000002,29.059500000000003
00668K,2020-10-07,10.04,10.04,100.0,9.999999999999998,9.9595
00669R,2020-10-07,10.37,10.34,2050000.0,10.377999999999998,10.455
00670L,2020-10-07,63.9,64.3,2674110.0,65.08000000000001,63.56
00671R,2020-10-07,7.5,7.49,3313000.0,7.442,7.5715
00673R,2020-10-07,30.52,30.39,275000.0,31.088,31.410000000000004
00674R,2020-10-07,12.97,12.92,470000.0,12.866,12.7355
00675L,2020-10-07,24.93,25.3,225000.0,24.669999999999998,24.7645
00676R,2020-10-07,5.15,5.11,1860000.0,5.172,5.17
00677U,2020-10-07,4.75,4.71,84720000.0,4.742,4.8759999999999994
00678,2020-10-07,25.2,25.66,319452.0,25.354000000000003,25.032500000000002
00680L,2020-10-07,30.19,30.11,81000.0,30.824,31.4435
00681R,2020-10-07,12.67,12.66,101000.0,12.565999999999999,12.495500000000002
00682U,2020-10-07,18.67,18.7,67005.0,18.686,18.676499999999997
00683L,2020-10-07,17.9,18.03,631000.0,17.984,17.9375
00684R,2020-10-07,18.67,18.67,0.0,18.658,18.723
00685L,2020-10-07,21.9,22.31,42000.0,21.654000000000003,21.8105
00686R,2020-10-07,5.62,5.56,659000.0,5.642,5.6385
00688L,2020-10-07,30.42,30.35,145000.0,31.128000000000004,31.816000000000003
00689R,2020-10-07,13.01,13.02,171000.0,12.91,12.823500000000001
00690,2020-10-07,25.3,25.5,200111.0,25.156,25.224
00692,2020-10-07,26.61,26.77,2981767.0,26.453999999999997,26.449
00693U,2020-10-07,16.23,16.24,8425479.0,15.807999999999998,15.736500000000001
00700,2020-10-07,17.6,17.68,137402.0,17.53,18.009
00701,2020-10-07,20.67,20.61,415590.0,20.556,20.744
00702,2020-10-07,16.07,16.0,12018.0,15.934000000000001,16.1285
00703,2020-10-07,23.54,23.56,124789.0,23.21,23.442500000000003
00706L,2020-10-07,17.59,17.56,27000.0,17.624000000000002,17.701
00707R,2020-10-07,19.07,19.1,2000.0,19.058,19.098
00708L,2020-10-07,30.62,30.75,2328000.0,31.148000000000003,32.065999999999995
00709,2020-10-07,19.1,19.16,104426.0,19.148,19.462
00710B,2020-10-07,18.5,18.53,391200.0,18.446,18.7225
00711B,2020-10-07,21.89,21.85,103528.0,21.796,22.2225
00712,2020-10-07,10.79,10.85,881349.0,10.794,10.983
00713,2020-10-07,33.02,33.06,59964.0,32.834,33.113
00714,2020-10-07,18.58,18.62,8773.0,18.424,18.457
00715L,2020-10-07,3.39,3.36,23144000.0,3.4,3.553
00717,2020-10-07,16.79,16.73,691270.0,16.728,16.772
00728,2020-10-07,21.77,22.18,273735.0,21.844,21.918
00730,2020-10-07,17.3,17.31,346621.0,17.125999999999998,17.278
00731,2020-10-07,46.7,46.65,1022520.0,46.388,46.828
00732,2020-10-07,38.42,38.42,100923.0,38.422000000000004,38.6475
00733,2020-10-07,23.8,24.01,250701.0,23.828,24.165
00735,2020-10-07,24.76,25.06,170794.0,24.662,24.616999999999997
00736,2020-10-07,19.9,19.98,122938.0,19.714,19.9185
00737,2020-10-07,25.03,25.16,1644490.0,24.921999999999997,24.776000000000003
00738U,2020-10-07,24.85,25.0,2660200.0,25.518,27.0995
00739,2020-10-07,25.19,25.22,360717.0,25.131999999999998,25.3645
00742,2020-10-07,20.99,20.9,102292.0,20.828,20.957500000000003
00743,2020-10-07,25.31,25.5,8400.0,25.254,25.511999999999997
00752,2020-10-07,28.01,28.16,743403.0,27.726,27.910500000000003
00753L,2020-10-07,33.51,33.68,525000.0,32.412,32.53
00757,2020-10-07,38.74,38.53,1440713.0,38.582,37.847500000000004
00762,2020-10-07,31.1,31.25,334912.0,30.932,30.4755
00763U,2020-10-07,19.45,19.49,11000.0,19.734,20.054
00770,2020-10-07,29.63,29.7,94663.0,29.924,29.750999999999998
00771,2020-10-07,19.14,19.12,27218.0,19.044,19.095000000000002
00774B,2020-10-07,38.5,38.5,400874.0,38.638,38.8455
00775B,2020-10-07,44.0,44.5,793281.0,44.544000000000004,45.4955
00783,2020-10-07,21.02,21.06,832715.0,20.874000000000002,21.326
00830,2020-10-07,20.95,20.93,641778.0,20.804000000000002,20.377999999999997
00850,2020-10-07,25.78,25.91,1943282.0,25.618000000000002,25.651
00851,2020-10-07,27.26,27.23,29696.0,27.272,27.031
00852L,2020-10-07,13.83,13.91,6527000.0,13.886000000000001,13.844999999999999
00861,2020-10-07,23.31,23.32,1530503.0,23.262,23.2625
00865B,2020-10-07,38.02,38.02,102713.0,38.126000000000005,38.4215
00866,2020-10-07,20.26,20.26,26903.0,20.368000000000002,20.4925
00875,2020-10-07,26.1,26.12,903927.0,26.012,25.906
00876,2020-10-07,21.12,21.24,6891054.0,20.976,20.808500000000002
00878,2020-10-07,14.61,14.6,4157637.0,14.581999999999999,14.686000000000002
01001T,2020-10-07,18.36,18.32,2050.0,18.378,18.288
01002T,2020-10-07,18.35,18.35,40000.0,18.418,18.4065
01003T,2020-10-07,20.5,20.62,165000.0,20.77,20.14
01004T,2020-10-07,16.37,16.37,31000.0,16.358,16.088
01007T,2020-10-07,18.95,19.0,127000.0,18.979999999999997,18.887
1101,2020-10-07,41.45,41.15,13510770.0,41.410000000000004,41.927499999999995
1102,2020-10-07,41.4,41.2,4511302.0,41.489999999999995,41.879999999999995
1103,2020-10-07,15.8,16.0,309378.0,15.8,16.2925
1104,2020-10-07,19.45,19.6,276895.0,19.130000000000003,19.642500000000002
1108,2020-10-07,10.85,10.9,335892.0,10.86,11.305
1109,2020-10-07,19.8,19.85,149284.0,19.56,19.8175
1110,2020-10-07,16.45,16.5,95264.0,16.479999999999997,16.380000000000003
1305,2020-10-07,20.1,20.0,2070678.0,19.73,20.552500000000002
1201,2020-10-07,20.15,20.15,232088.0,19.840000000000003,20.085
1203,2020-10-07,33.0,33.45,82804.0,32.14,190.52000000000004
1210,2020-10-07,44.0,44.1,2829274.0,42.83,43.302499999999995
1213,2020-10-07,9.9,9.9,1004.0,9.948000000000002,9.743500000000001
1215,2020-10-07,67.2,67.3,377944.0,66.62,67.155
1216,2020-10-07,62.5,62.4,11484450.0,63.1,64.26
1217,2020-10-07,7.56,7.54,941955.0,7.516000000000001,7.7065
1218,2020-10-07,22.1,22.1,374939.0,21.490000000000002,22.080000000000002
1219,2020-10-07,19.05,19.1,100002.0,18.96,19.185
1220,2020-10-07,11.45,11.5,70001.0,11.45,11.4825
1225,2020-10-07,31.7,32.2,25463.0,31.73,32.5925
1227,2020-10-07,61.8,61.7,548553.0,61.52,62.56
1229,2020-10-07,40.45,40.2,1004533.0,40.03,40.5975
1231,2020-10-07,42.7,42.6,163721.0,41.839999999999996,41.84
1232,2020-10-07,118.0,119.5,29690.0,118.1,118.7
1233,2020-10-07,36.0,36.7,14001.0,36.07000000000001,36.3775
1234,2020-10-07,33.0,32.9,44878.0,32.559999999999995,32.4375
1235,2020-10-07,25.0,25.05,4885.71,24.9,25.129995
1236,2020-10-07,13.4,13.5,21150.0,13.290000000000001,13.3375
1256,2020-10-07,285.0,285.0,82708.0,276.6,260.225
1301,2020-10-07,80.8,80.8,3928719.0,80.12,79.85
1307,2020-10-07,20.85,21.05,77746.0,20.570000000000004,21.152499999999996
1303,2020-10-07,60.7,60.4,2967195.0,60.31999999999999,60.5
1304,2020-10-07,16.5,16.45,5712229.0,16.090000000000003,16.3975
1308,2020-10-07,18.0,18.1,760090.0,17.91,18.895
1309,2020-10-07,28.0,27.65,8960916.0,27.2,28.93
1310,2020-10-07,16.4,16.35,762459.0,16.279999999999998,16.36
1312,2020-10-07,19.15,19.2,2142817.0,18.950000000000003,19.472500000000004
1312A,2020-10-07,30.6,30.6,2000.0,30.410000000000007,30.655
1313,2020-10-07,12.9,12.9,642478.0,12.73,13.2025
1314,2020-10-07,8.48,8.52,6123966.0,8.42,8.706
1449,2020-10-07,16.55,16.7,62904.01,16.21,17.207500000000003
1315,2020-10-07,54.0,53.8,251125.78,53.4,52.795
1316,2020-10-07,11.8,11.85,285003.0,11.51,11.5975
1319,2020-10-07,37.0,37.0,634460.0,36.370000000000005,37.1675
1321,2020-10-07,34.8,35.0,133001.0,34.35,35.3675
1323,2020-10-07,33.2,33.2,44020.0,33.07,33.44
1324,2020-10-07,9.78,9.84,20000.0,9.806000000000003,9.870500000000002
1325,2020-10-07,135.0,135.0,4294900.0,130.1,136.95
1326,2020-10-07,69.1,68.8,2332251.0,68.52000000000001,68.655
1337,2020-10-07,7.99,8.1,3053189.0,8.027999999999999,7.5295000000000005
1338,2020-10-07,55.2,54.5,180001.0,54.7,56.315
1339,2020-10-07,42.6,43.5,329033.0,42.08,43.7875
1340,2020-10-07,11.9,11.6,2205746.0,11.969999999999999,12.05
1402,2020-10-07,26.1,26.1,5015642.0,25.659999999999997,26.0075
1409,2020-10-07,11.2,11.2,2092403.0,11.09,11.352500000000001
1451,2020-10-07,16.4,16.55,77920.0,16.26,16.585
1410,2020-10-07,32.7,32.7,39345.0,32.82,33.75
1413,2020-10-07,9.0,9.05,125652.0,8.998000000000001,8.8415
1414,2020-10-07,8.45,8.47,277546.0,8.364,8.5255
1416,2020-10-07,13.5,13.55,70012.0,13.5,13.940000000000001
1417,2020-10-07,11.05,11.05,377201.0,11.140000000000004,11.4395
1419,2020-10-07,42.4,43.1,24810.0,42.42999999999999,43.925
1423,2020-10-07,14.55,14.8,163998.0,14.39,14.3875
1432,2020-10-07,19.05,18.8,115730.0,18.21,14.459
1434,2020-10-07,31.5,31.6,1434868.0,31.439999999999998,31.807500000000005
1435,2020-10-07,16.45,16.3,1024213.0,15.35,12.540000000000001
1436,2020-10-07,37.9,38.05,25132.0,38.0,37.495
1437,2020-10-07,23.2,23.25,156615.0,22.98,23.02
1438,2020-10-07,13.7,13.7,9500.0,13.680000000000001,14.044999999999998
1439,2020-10-07,28.35,28.2,130230.0,28.43,28.835
1440,2020-10-07,11.7,11.8,3029044.0,11.530000000000001,12.075
1441,2020-10-07,8.25,8.55,325663.0,8.080000000000002,8.4605
1442,2020-10-07,20.45,20.5,1076000.0,20.19,19.59
1443,2020-10-07,8.91,8.95,16488.0,8.806000000000001,8.828
1444,2020-10-07,12.95,13.3,131450891.0,12.379999999999999,11.367
1445,2020-10-07,9.36,9.45,64000.0,9.402,9.3655
1446,2020-10-07,31.35,31.5,54013.0,30.990000000000002,31.790000000000003
1447,2020-10-07,6.88,7.04,3643205.0,6.766,6.912000000000001
1539,2020-10-07,22.35,22.7,241129.0,22.230000000000004,22.485
1452,2020-10-07,15.4,15.55,82111.0,15.4,15.742500000000001
1453,2020-10-07,8.76,8.68,179658.0,8.622000000000003,8.764
1454,2020-10-07,8.2,8.2,65100.0,8.178,8.283
1455,2020-10-07,8.74,8.79,417240.0,8.697999999999999,8.8545
1456,2020-10-07,10.1,10.1,53000.0,9.972000000000001,10.0775
1457,2020-10-07,13.7,13.7,219322.0,13.620000000000001,13.689999999999998
1459,2020-10-07,8.21,8.23,183681.0,8.225999999999999,8.547
1460,2020-10-07,9.98,9.97,1565519.0,9.658000000000001,9.584
1463,2020-10-07,12.65,12.8,54875.0,12.73,12.95
1464,2020-10-07,18.05,18.05,169717.0,17.67,17.9175
1465,2020-10-07,13.25,13.2,105010.0,13.160000000000002,13.315000000000001
1466,2020-10-07,22.3,23.85,3307201.0,21.909999999999997,20.19
1467,2020-10-07,19.0,18.75,700308.0,18.45,19.61
1468,2020-10-07,12.3,12.35,27000.0,12.09,11.955
1471,2020-10-07,5.8,5.62,1806106.0,6.38,6.1225000000000005
1472,2020-10-07,11.85,11.75,159036.0,11.71,12.194999999999999
1473,2020-10-07,18.1,18.1,66367.0,18.05,18.482499999999998
1474,2020-10-07,11.85,12.55,1739672.0,11.780000000000001,12.4725
1475,2020-10-07,28.5,29.5,10524.0,27.9,25.0625
1476,2020-10-07,353.5,355.0,307532.0,357.6,365.25
