identifier,date_,adj_close_,close_,volume_,MA_5,MA_20
00657K,2020-05-26,26.44,26.44,253000.0,12.1,13.466
00660,2020-05-26,21.0247,21.37,78000.0,20.49932,20.19139
00661,2020-05-26,26.77,26.77,3000.0,26.212,25.3735
00662,2020-05-26,37.02,37.02,367271.0,36.422000000000004,35.291
00663L,2020-05-26,40.48,40.48,260000.0,39.664,38.982
00664R,2020-05-26,11.52,11.52,6972000.0,11.652,11.773
00665L,2020-05-26,19.88,19.88,285000.0,19.95,20.517000000000003
00666R,2020-05-26,14.03,14.03,376000.0,14.072,13.845499999999998
00668,2020-05-26,27.06,27.06,260050.0,12.494,14.862
00668K,2020-05-26,9.0,9.0,100.0,8.882000000000001,8.727
00669R,2020-05-26,12.01,12.01,8074000.0,12.232,12.4535
00670L,2020-05-26,47.36,47.36,1057000.0,45.886,43.3545
00671R,2020-05-26,9.11,9.11,2992000.0,9.284,9.5965
00673R,2020-05-26,36.11,36.11,425051.0,37.122,41.829
00674R,2020-05-26,14.02,14.02,236000.0,14.022,14.157499999999999
00675L,2020-05-26,17.67,17.67,878000.0,17.304000000000002,17.04
00676R,2020-05-26,6.24,6.24,6973000.0,6.304,6.3655
00677U,2020-05-26,5.98,5.98,273895549.0,6.290000000000001,6.6405
00678,2020-05-26,26.29,26.29,366225.0,25.794,25.0875
00680L,2020-05-26,32.43,32.43,32000.0,32.556,32.9135
00681R,2020-05-26,12.68,12.68,5000.0,12.662,12.6145
00682U,2020-05-26,19.76,19.76,0.0,19.726000000000003,19.806500000000003
00683L,2020-05-26,20.32,20.32,2000.0,20.248,20.329
00684R,2020-05-26,17.8,17.8,0.0,17.812,17.843
00685L,2020-05-26,15.11,15.11,89000.0,14.803999999999998,14.682999999999998
00686R,2020-05-26,6.79,6.79,635000.0,6.866,6.938
00688L,2020-05-26,33.07,33.07,125000.0,33.112,33.429500000000004
00689R,2020-05-26,12.97,12.97,200000.0,12.970000000000002,12.9095
00690,2020-05-26,21.3783,22.0,237126.0,21.22278,21.085275000000003
00692,2020-05-26,22.05,22.05,3336832.0,21.844,21.7365
00693U,2020-05-26,13.65,13.65,1394000.0,13.652000000000001,13.785
00700,2020-05-26,18.14,18.14,137451.0,18.136,18.345
00701,2020-05-26,20.23,20.23,2600496.0,20.113999999999997,19.996
00702,2020-05-26,15.8259,16.03,53100.0,15.60076,15.595335
00703,2020-05-26,20.17,20.17,296000.0,20.312,20.157
00706L,2020-05-26,17.15,17.15,22000.0,17.222,17.444499999999998
00707R,2020-05-26,19.65,19.65,1000.0,19.613999999999997,19.490000000000002
00708L,2020-05-26,28.17,28.17,4423000.0,28.2,27.747999999999998
00709,2020-05-26,17.91,17.91,341000.0,17.503999999999998,17.169999999999998
00710B,2020-05-26,17.7253,18.46,1537000.0,17.56202,17.339235
00711B,2020-05-26,21.03,21.67,481000.0,20.88056,20.139590000000002
00712,2020-05-26,9.3238,9.98,2874100.0,9.021139999999999,8.806259999999998
00713,2020-05-26,29.4629,30.95,60049.0,29.243920000000003,28.952615
00714,2020-05-26,17.3959,17.64,12244.0,16.96,16.905279999999998
00715L,2020-05-26,5.28,5.28,15629999.0,5.458,5.6805
00717,2020-05-26,16.2668,16.6,2190018.0,16.07864,16.004655
00728,2020-05-26,19.01,19.01,324001.0,18.892000000000003,18.677
00730,2020-05-26,15.9385,16.75,741475.0,15.8186,15.791959999999998
00731,2020-05-26,42.7803,44.69,303000.0,42.42229999999999,42.12651
00732,2020-05-26,37.88,37.88,100000.0,37.968,38.007
00733,2020-05-26,20.6312,20.94,272404.0,20.32778,19.694264999999998
00735,2020-05-26,19.66,19.66,203000.0,19.478,19.2515
00736,2020-05-26,17.41,17.41,143000.0,17.198,16.959
00737,2020-05-26,22.59,22.59,973486.0,22.113999999999997,21.085
00738U,2020-05-26,19.7,19.7,5848000.0,19.424,17.8365
00739,2020-05-26,20.0296,20.43,439000.0,20.1139,20.221735
00742,2020-05-26,19.616,20.56,188000.0,19.44812,19.229135
00743,2020-05-26,20.22,20.22,10000.0,20.344,20.4845
00752,2020-05-26,22.98,22.98,692210.0,23.238,23.018
00753L,2020-05-26,22.83,22.83,562000.0,23.058,22.9375
00757,2020-05-26,28.56,28.56,315000.0,28.294,26.919
00762,2020-05-26,28.2,28.2,923353.0,27.4,25.971999999999998
00763U,2020-05-26,16.54,16.54,118000.0,16.548,16.2605
00770,2020-05-26,26.86,26.86,1018000.0,26.330000000000002,25.2195
00771,2020-05-26,18.59,18.59,343000.0,18.567999999999998,18.5195
00774B,2020-05-26,38.6135,39.42,605000.0,38.63892,38.93915
00775B,2020-05-26,44.3489,45.0,2000.0,44.24836,43.56128
00783,2020-05-26,17.9,17.9,870000.0,17.966,18.0305
008201,2020-05-26,95.6,95.6,100.0,96.24000000000001,94.99499999999999
00830,2020-05-26,17.47,17.47,1253790.0,17.198,16.6565
00850,2020-05-26,21.22,21.22,3513654.0,21.076,21.0465
00851,2020-05-26,23.06,23.06,160000.0,22.669999999999998,21.8295
00852L,2020-05-26,11.6,11.6,15968000.0,11.216,10.877500000000001
00861,2020-05-26,20.16,20.16,7660092.0,19.964000000000002,19.805
00865B,2020-05-26,39.6,39.6,100000.0,39.596000000000004,39.4965
00866,2020-05-26,18.53,18.53,32000.0,18.198,17.709
00875,2020-05-26,23.97,23.97,2021780.0,23.362000000000002,22.554
01001T,2020-05-26,16.4,16.4,72000.0,16.284,16.156
01002T,2020-05-26,16.98,16.98,221000.0,16.948,16.814225
01003T,2020-05-26,18.88,18.88,723000.0,18.854,18.698
01004T,2020-05-26,14.2289,14.4,223000.0,14.1617,14.029810000000001
01007T,2020-05-26,17.4194,17.63,6000.0,17.348300000000002,17.139035
1101,2020-05-26,38.6392,43.0,15032569.71,38.49542,38.405535
1102,2020-05-26,41.3361,44.2,4735309.0,41.13032,40.90354
1103,2020-05-26,15.3455,16.25,838976.0,15.213339999999999,15.56038
1104,2020-05-26,16.738,17.7,183676.0,16.690739999999998,16.6151
1108,2020-05-26,8.8905,9.02,481050.0,8.77224,7.9610650000000005
1109,2020-05-26,16.5304,17.6,285799.0,16.36132,16.351935
1110,2020-05-26,16.3503,16.45,87026.0,15.75394,15.843380000000002
1305,2020-05-26,17.971,19.4,6001203.58,17.77644,17.06549
1201,2020-05-26,20.975,22.3,969223.0,20.8057,20.699885000000002
1203,2020-05-26,27.1816,28.05,25373.0,27.34632,27.06772
1210,2020-05-26,42.2135,44.2,2844278.0,41.926959999999994,40.77612
1215,2020-05-26,68.6612,73.0,1721576.0,67.75827999999998,64.87545
1216,2020-05-26,69.7434,72.3,7717692.0,69.37686,67.78039
1217,2020-05-26,7.09,7.09,1239645.0,7.101999999999999,7.129
1218,2020-05-26,23.0481,23.9,1449872.0,23.19278,23.20965
1219,2020-05-26,18.7443,19.1,61382.0,18.82278,18.501365
1220,2020-05-26,10.2555,10.8,227021.0,10.13202,10.070285
1225,2020-05-26,35.7084,37.05,86061.0,35.69872,36.255309999999994
1227,2020-05-26,64.0853,66.7,952572.0,63.45116,63.82587500000001
1229,2020-05-26,34.7403,41.95,2503844.96,34.64918,35.37792
1231,2020-05-26,38.3625,41.85,312477.9,38.133359999999996,37.950015
1232,2020-05-26,113.8346,118.5,19789.0,113.54643999999999,112.94605000000001
1233,2020-05-26,34.4941,36.0,26362.0,34.340819999999994,34.316845
1234,2020-05-26,30.6422,32.25,65252.0,30.4142,30.435579999999998
1235,2020-05-26,23.9205,25.8,22155.0,23.79072,24.18011
1236,2020-05-26,11.6254,11.9,28025.0,11.59608,11.857405
1256,2020-05-26,200.5033,206.5,58818.0,199.43524,195.64847500000002
1301,2020-05-26,81.3954,85.7,8869865.0,81.28148,81.11050499999999
1307,2020-05-26,23.603,24.5,3073580.0,24.07504,24.34238
1303,2020-05-26,61.2215,63.3,5980675.0,61.02806,61.19731
1304,2020-05-26,11.4739,11.95,1898937.0,11.56032,11.610724999999999
1308,2020-05-26,16.7704,18.165,1562375.0,16.9449,16.68074
1309,2020-05-26,12.2378,12.85,9763950.02,11.9235,10.21592
1310,2020-05-26,15.3269,16.3,1037617.0,15.3927,15.510229999999998
1312,2020-05-26,14.4,14.4,3861153.0,14.679999999999998,14.544999999999998
1313,2020-05-26,9.36,9.36,1109597.0,9.346,9.5315
1314,2020-05-26,8.0491,8.34,7929506.0,8.056799999999999,7.909619999999999
1449,2020-05-26,34.2496,15.6,486968.73,33.50314,31.988255
1315,2020-05-26,68.7928,56.3,779437.64,67.81530000000001,62.188464999999994
1316,2020-05-26,10.85,10.85,328943.0,10.98,11.102500000000001
1319,2020-05-26,36.6156,38.35,2473171.0,35.994960000000006,34.209545
1321,2020-05-26,31.3,31.3,557000.0,30.330000000000002,29.982500000000005
1323,2020-05-26,31.6237,33.2,45301.0,31.614179999999998,31.440355
1324,2020-05-26,9.4161,9.7,129041.0,9.342340000000002,8.86861
1325,2020-05-26,162.6814,163.0,3311166.0,166.17458,117.04579999999999
1326,2020-05-26,69.0506,72.7,5753369.0,69.0886,69.278565
1337,2020-05-26,5.16,5.16,1803540.0,5.132,4.86
1338,2020-05-26,48.4501,51.5,280065.0,48.9205,48.7582
1339,2020-05-26,43.2407,45.35,2736766.0,41.49582,39.016755
1340,2020-05-26,10.25,10.25,221657.0,10.309999999999999,10.097
1402,2020-05-26,25.8976,27.3,8454054.0,25.831200000000003,25.454124999999998
1409,2020-05-26,10.5041,11.0,2037259.0,10.456339999999999,10.618694999999999
1451,2020-05-26,14.8,14.8,300853.0,14.75,15.002500000000001
1410,2020-05-26,29.5557,30.45,19507.0,29.5169,29.53388
1413,2020-05-26,7.05,7.05,21712.0,7.046000000000001,7.0645
1414,2020-05-26,6.3683,6.55,644683.0,6.31386,6.301705
1416,2020-05-26,11.35,11.35,201986.0,11.3,11.124999999999998
1417,2020-05-26,7.8351,8.21,3143239.0,7.68432,7.6079799999999995
1418,2020-05-26,5.99,5.99,1039.0,5.496,5.7075000000000005
1419,2020-05-26,40.5471,41.5,52740.0,39.53094,39.44301
1423,2020-05-26,10.8031,10.9,44805.0,10.76346,10.73373
1432,2020-05-26,10.5036,5.76,42426.43,10.470780000000001,10.2301
1434,2020-05-26,31.8879,34.25,1944246.0,31.67378,31.32233
1435,2020-05-26,8.17,8.17,147804.0,8.16,8.149000000000001
1436,2020-05-26,35.1972,37.55,49000.0,34.766059999999996,34.96994
1437,2020-05-26,19.5453,20.55,123258.0,19.50728,19.52156
1439,2020-05-26,31.658,36.2,824000.0,30.8709,31.168235
1440,2020-05-26,8.7614,8.92,836408.0,8.8066,8.62145
1441,2020-05-26,7.06,7.06,78974.0,6.994,7.126
1442,2020-05-26,17.0492,18.05,250753.0,16.7564,16.409295
1443,2020-05-26,9.1,9.1,45112.0,9.05,8.833
1444,2020-05-26,6.93,6.93,1134848.0,6.9,6.8785
1445,2020-05-26,8.1067,8.3,79903.0,8.12234,8.178515
1446,2020-05-26,29.031,29.35,47200.0,28.86282,28.761435
1447,2020-05-26,5.82,5.82,512902.0,5.794,5.878
1539,2020-05-26,16.7308,17.4,89000.0,16.5577,15.58414
1452,2020-05-26,15.7639,16.9,99301.0,15.71724,15.789509999999998
1453,2020-05-26,6.8922,7.03,123063.0,6.8,6.82205
1454,2020-05-26,7.5346,7.78,60663.0,7.5598,7.608700000000001
1455,2020-05-26,7.1,7.1,563013.0,7.144,7.216000000000001
1456,2020-05-26,9.99,9.99,463493.0,8.68,8.257
1457,2020-05-26,11.5232,11.95,224819.0,11.503919999999999,11.46777
1459,2020-05-26,7.24,7.24,232087.0,7.0,6.831
1460,2020-05-26,8.23,8.23,1153138.0,8.014,7.982000000000001
1463,2020-05-26,11.1745,11.75,374145.0,10.898679999999999,10.882045
1464,2020-05-26,21.1233,22.2,6807302.0,20.25744,19.791215
1465,2020-05-26,13.8288,15.3,151400.0,13.774619999999999,14.063840000000003
1466,2020-05-26,7.55,7.55,125152.0,7.596000000000001,7.849500000000001
1467,2020-05-26,12.5,12.5,2231542.0,11.030000000000001,10.2945
1468,2020-05-26,9.95,9.95,21000.0,9.937999999999999,9.958
1470,2020-05-26,18.2063,19.0,3000.0,18.39792,18.72131
1471,2020-05-26,2.15,2.15,20341.0,2.224,2.175
1472,2020-05-26,11.7,11.7,418000.0,11.51,12.065000000000001
1473,2020-05-26,19.1661,19.7,181085.0,19.23422,19.39962
1474,2020-05-26,10.2,10.2,3830006.0,9.494,9.77
1475,2020-05-26,13.5,13.5,5006.0,13.719999999999999,14.26
1476,2020-05-26,304.9711,315.0,3709710.0,288.31866,275.00643
1477,2020-05-26,143.4601,148.0,9545635.0,132.21594,120.77791500000001
1503,2020-05-26,43.9506,45.45,240564.0,43.3414,41.96098500000001
1504,2020-05-26,27.1773,28.15,3432852.0,26.800779999999996,26.15874
1506,2020-05-26,12.35,12.35,456702.0,12.7,12.940000000000001
1507,2020-05-26,54.0609,56.2,192626.0,54.42643999999999,55.725055
1512,2020-05-26,5.25,5.25,202266.0,5.5360000000000005,4.1295
1513,2020-05-26,26.9362,27.6,1695366.0,26.926439999999996,25.974880000000002
1514,2020-05-26,19.3321,20.8,7328564.23,19.229899999999997,18.688515000000002
1515,2020-05-26,74.3372,77.2,12121560.0,72.08398,69.78742000000001
1516,2020-05-26,12.9318,13.4,92489.11,13.173080000000002,13.1972
1517,2020-05-26,8.0533,8.2,630549.0,7.9119,7.6305250000000004
1519,2020-05-26,24.2806,25.0,889251.0,24.94102,25.822390000000002
1521,2020-05-26,59.3126,63.3,56175.0,55.07736,54.210615
