identifier,date_,open_,close_,volume_,MA_5,MA_20
00657K,2020-06-10,9.64,9.64,100.0,17.12,14.288500000000003
00660,2020-06-10,23.89,23.93,65100.0,23.764,21.782000000000004
00661,2020-06-10,29.12,29.06,103000.0,28.883999999999997,27.0685
00662,2020-06-10,38.33,38.3,562844.0,37.666,36.6305
00663L,2020-06-10,45.07,45.88,68000.0,44.29,41.0445
00664R,2020-06-10,10.9,10.8,4562000.0,10.991999999999999,11.4545
00665L,2020-06-10,22.26,22.38,527000.0,21.894,20.6065
00666R,2020-06-10,13.13,13.09,104000.0,13.266,13.820999999999998
00668,2020-06-10,29.64,29.54,687800.0,29.178000000000004,21.2625
00668K,2020-06-10,9.96,9.96,100.0,9.782,9.1565
00669R,2020-06-10,10.9,10.85,8077100.0,11.092,11.884
00670L,2020-06-10,51.45,51.65,1321001.0,49.592,46.574
00671R,2020-06-10,8.74,8.73,3450000.0,8.902,9.2115
00673R,2020-06-10,32.8,32.73,347000.0,32.8,36.4045
00674R,2020-06-10,14.22,14.2,583000.0,14.336000000000002,14.133000000000001
00675L,2020-06-10,19.68,20.02,403000.0,19.342,17.916
00676R,2020-06-10,5.9,5.84,4415000.0,5.9479999999999995,6.197
00677U,2020-06-10,5.58,5.56,183093750.0,5.514,6.087999999999999
00678,2020-06-10,25.55,25.54,641108.0,25.497999999999998,25.7315
00680L,2020-06-10,29.94,30.09,1507000.0,29.736,31.590999999999998
00681R,2020-06-10,13.12,13.14,13000.0,13.184000000000001,12.8315
00682U,2020-06-10,19.39,19.32,70000.0,19.432,19.6305
00683L,2020-06-10,19.14,19.09,360000.0,19.310000000000002,19.9005
00684R,2020-06-10,18.35,18.35,19000.0,18.292,18.0
00685L,2020-06-10,17.12,17.29,14000.0,16.612000000000002,15.333499999999997
00686R,2020-06-10,6.42,6.37,476000.0,6.481999999999999,6.7475
00688L,2020-06-10,30.33,30.38,109000.0,30.2,32.1475
00689R,2020-06-10,13.45,13.45,100000.0,13.506,13.148000000000001
00690,2020-06-10,23.29,23.48,250094.0,23.048,22.18
00692,2020-06-10,23.2,23.39,4168803.0,22.946,22.1645
00693U,2020-06-10,14.03,14.17,3293999.0,14.044,13.763000000000002
00700,2020-06-10,19.08,19.11,108450.0,18.85,18.3835
00701,2020-06-10,21.06,21.14,1499695.0,21.012,20.386499999999998
00702,2020-06-10,18.07,17.96,59000.0,17.732,16.419
00703,2020-06-10,21.4,21.52,267000.0,21.357999999999997,20.627
00706L,2020-06-10,17.16,17.22,19000.0,16.906,17.16
00707R,2020-06-10,19.6,19.6,1000.0,19.772,19.634
00708L,2020-06-10,27.06,27.2,8858240.0,26.732,27.6755
00709,2020-06-10,19.59,19.59,121415.0,19.528,18.166000000000004
00710B,2020-06-10,19.1,19.06,1303001.0,19.098000000000003,18.573500000000003
00711B,2020-06-10,21.88,21.85,640000.0,21.913999999999998,21.531
00712,2020-06-10,12.01,11.95,13726510.0,11.718,10.1905
00713,2020-06-10,31.73,31.93,86200.0,31.796,31.008500000000005
00714,2020-06-10,19.95,19.95,1140500.0,19.624000000000002,17.9965
00715L,2020-06-10,6.64,6.57,22965000.0,6.448,5.773
00717,2020-06-10,16.96,16.92,1100710.0,16.914,16.5745
00728,2020-06-10,20.06,20.17,327300.0,19.951999999999998,19.208499999999997
00730,2020-06-10,17.46,17.55,708179.0,17.4,16.871000000000002
00731,2020-06-10,46.35,46.7,1303000.0,46.016000000000005,44.7755
00732,2020-06-10,37.89,37.81,102000.0,37.846000000000004,37.888000000000005
00733,2020-06-10,21.41,21.65,262554.0,21.45,20.8595
00735,2020-06-10,21.15,21.3,321510.0,20.976,19.936
00736,2020-06-10,18.73,18.69,164000.0,18.504,17.57
00737,2020-06-10,23.7,23.8,626369.0,23.633999999999997,22.4885
00738U,2020-06-10,19.46,19.5,878079.0,19.534000000000002,19.375
00739,2020-06-10,21.25,21.28,598001.0,21.166,20.7915
00742,2020-06-10,21.22,21.28,340000.0,21.062,20.557
00743,2020-06-10,21.08,21.01,44000.0,20.948,20.6365
00752,2020-06-10,24.41,24.47,1307658.0,24.374000000000002,23.493000000000002
00753L,2020-06-10,25.94,26.09,498000.0,25.504,23.818
00757,2020-06-10,29.95,30.07,475000.0,29.066000000000003,28.2015
00762,2020-06-10,28.43,28.5,451246.0,28.22,27.441000000000003
00763U,2020-06-10,17.8,17.83,115000.0,17.306,16.71
00770,2020-06-10,27.53,27.52,104000.0,27.122000000000003,26.377
00771,2020-06-10,19.31,19.26,312400.0,19.204,18.761000000000003
00774B,2020-06-10,38.93,38.88,1088000.0,38.874,39.258
00775B,2020-06-10,45.3,44.93,2168000.0,45.083999999999996,44.8065
00783,2020-06-10,18.6,18.59,1039005.0,18.594,18.226499999999998
008201,2020-06-10,101.5,101.0,500.0,99.72999999999999,97.295
00830,2020-06-10,19.0,18.88,919700.0,18.712,17.5385
00850,2020-06-10,22.43,22.6,3408808.0,22.216,21.445
00851,2020-06-10,23.65,23.58,95000.0,23.380000000000003,22.717000000000002
00852L,2020-06-10,13.96,13.96,17600101.0,13.478,11.915000000000001
00861,2020-06-10,21.55,21.7,14891305.0,21.396000000000004,20.455000000000002
00865B,2020-06-10,39.24,39.2,101000.0,39.324,39.487
00866,2020-06-10,19.98,19.9,39000.0,19.665999999999997,18.5845
00875,2020-06-10,25.1,25.06,1123130.0,25.092,23.930500000000002
01001T,2020-06-10,16.64,16.55,7010.0,16.606,16.433500000000002
01002T,2020-06-10,17.02,17.01,16150.0,17.034,17.035999999999998
01003T,2020-06-10,19.01,18.97,394000.0,18.982,18.8525
01004T,2020-06-10,14.51,14.58,2000.0,14.581999999999999,14.391
01007T,2020-06-10,17.75,17.73,16000.0,17.704,17.580499999999997
1101,2020-06-10,43.75,44.0,23888272.24,43.73,43.052499999999995
1102,2020-06-10,44.7,44.8,6186826.0,45.06,44.19
1103,2020-06-10,17.0,17.3,1077386.0,17.03,16.494999999999997
1104,2020-06-10,18.05,18.05,409183.0,18.029999999999998,17.744999999999997
1108,2020-06-10,9.45,9.4,482400.0,9.498,8.961
1109,2020-06-10,18.3,18.2,337178.0,18.23,17.715
1110,2020-06-10,16.4,16.45,30500.0,16.419999999999998,16.13
1305,2020-06-10,19.55,19.4,3114542.54,19.540000000000003,19.240000000000002
1201,2020-06-10,22.9,22.8,1228762.0,22.980000000000004,22.48
1203,2020-06-10,28.35,28.8,110773.0,28.46,28.25
1210,2020-06-10,43.2,43.55,2387386.0,43.96,43.7625
1213,2020-06-10,5.54,5.53,6203.0,5.656000000000001,5.866999999999999
1215,2020-06-10,73.3,74.5,789838.0,74.18,72.44
1216,2020-06-10,73.9,73.7,7420912.0,73.82,72.33
1217,2020-06-10,7.45,8.13,18214580.0,7.442,7.203
1218,2020-06-10,24.25,24.1,1049789.0,24.73,24.622500000000002
1219,2020-06-10,20.0,20.2,172278.0,19.540000000000003,19.29
1220,2020-06-10,10.85,10.9,471029.0,10.860000000000001,10.72
1225,2020-06-10,38.9,38.95,110414.0,38.45,37.724999999999994
1227,2020-06-10,66.0,66.2,1324650.0,65.92,66.175
1229,2020-06-10,43.0,43.2,2236968.4,42.73,42.077495
1231,2020-06-10,42.65,42.75,271498.5,42.470000000000006,41.8175
1232,2020-06-10,123.5,123.5,62987.0,123.0,119.525
1233,2020-06-10,36.6,36.55,21103.0,36.510000000000005,36.0775
1234,2020-06-10,32.8,33.15,91728.0,32.910000000000004,32.33
1235,2020-06-10,25.7,25.8,22155.0,25.70998,25.727485
1236,2020-06-10,12.25,12.2,38274.0,12.25,12.03
1256,2020-06-10,216.0,215.0,30230.0,215.6,207.65
1301,2020-06-10,89.5,89.4,7237968.0,88.14000000000001,85.74000000000001
1307,2020-06-10,23.5,23.05,743515.0,23.500000000000004,24.1625
1303,2020-06-10,67.2,67.4,7398001.0,66.1,64.095
1304,2020-06-10,12.65,12.45,3002372.0,12.450000000000003,12.15
1308,2020-06-10,19.95,19.7925,3329493.0,19.634999999999998,18.6375
1309,2020-06-10,14.6,14.9,6519813.57,14.960000000000003,12.982499999999998
1310,2020-06-10,16.85,16.7,1441698.0,16.87,16.5225
1312,2020-06-10,15.15,15.0,4420572.0,15.23,14.680000000000001
1312A,2020-06-10,30.15,30.15,2000.0,30.100000000000005,30.29
1313,2020-06-10,9.9,9.84,1220439.0,9.83,9.4795
1314,2020-06-10,8.67,8.68,14447900.0,8.581999999999999,8.3985
1449,2020-06-10,16.5,16.9,895066.16,17.7,16.1275
1315,2020-06-10,60.0,60.9,1291767.8,58.54,55.7125
1316,2020-06-10,11.15,11.1,705201.0,11.2,11.107500000000002
1319,2020-06-10,39.65,39.45,2906917.0,40.36,37.9925
1321,2020-06-10,32.05,32.05,269000.0,32.33,31.01
1323,2020-06-10,33.4,33.45,87210.0,33.4,33.19
1324,2020-06-10,9.78,9.8,13001.0,9.798000000000002,9.61
1325,2020-06-10,196.5,206.0,25181900.0,186.0,162.8
1326,2020-06-10,77.0,77.1,7800572.0,76.12,73.705
1337,2020-06-10,5.37,5.27,691193.0,5.354,5.1985
1338,2020-06-10,58.5,57.2,659005.0,57.86,53.339999999999996
1339,2020-06-10,45.3,44.1,670354.0,46.06,43.4925
1340,2020-06-10,10.5,10.45,180456.0,10.48,10.275
1402,2020-06-10,28.4,28.7,12605790.0,28.089999999999996,27.440000000000005
1409,2020-06-10,11.25,11.2,1343635.0,11.25,11.047500000000001
1451,2020-06-10,16.7,16.8,2061383.0,15.790000000000003,14.975
1410,2020-06-10,31.8,31.5,59584.0,31.310000000000002,30.810000000000002
1413,2020-06-10,7.21,7.27,89406.0,7.2360000000000015,7.147499999999999
1414,2020-06-10,6.75,6.75,135032.0,6.742000000000002,6.590999999999999
1416,2020-06-10,13.25,12.8,642774.0,12.16,11.5575
1417,2020-06-10,8.55,8.54,481881.0,8.576000000000002,8.181000000000001
1418,2020-06-10,5.32,5.79,12415.0,5.662000000000001,5.6955
1419,2020-06-10,42.0,42.6,41520.0,41.459999999999994,40.735
1423,2020-06-10,10.7,10.65,49560.0,10.73,10.7975
1432,2020-06-10,5.99,6.13,160339.76,5.926000000000004,5.879
1434,2020-06-10,39.5,39.7,8916911.0,37.88,35.135000000000005
1435,2020-06-10,8.68,8.6,57324.0,8.684000000000001,8.372
1436,2020-06-10,37.7,38.0,84464.0,37.92,37.5325
1437,2020-06-10,21.8,21.75,106296.0,21.610000000000003,20.8675
1438,2020-06-10,12.0,11.8,8217.0,12.2,12.192499999999999
1439,2020-06-10,36.95,36.95,2031318.0,36.970000000000006,35.980000000000004
1440,2020-06-10,10.1,10.1,1801236.0,9.680000000000001,9.1435
1441,2020-06-10,7.29,7.24,70741.0,7.244,7.0969999999999995
1442,2020-06-10,18.1,17.95,276726.0,18.17,17.8675
1443,2020-06-10,9.07,9.09,20301.0,8.998000000000001,8.9645
1444,2020-06-10,7.46,7.5,1825054.0,7.448,7.1395
1445,2020-06-10,8.89,9.04,1117176.0,8.501999999999999,8.3895
1446,2020-06-10,29.7,29.5,122000.0,29.71,29.335
1447,2020-06-10,6.31,6.34,2053642.0,6.234,5.954
1539,2020-06-10,18.0,17.95,43500.0,17.970000000000002,17.6875
1452,2020-06-10,17.55,17.45,210411.0,17.220000000000002,17.0075
1453,2020-06-10,7.4,7.45,56258.1,7.408000000000004,7.106999999999999
1454,2020-06-10,7.82,7.9,56807.0,7.858000000000001,7.839
1455,2020-06-10,7.3,7.21,1044997.0,7.2299999999999995,7.132000000000001
1456,2020-06-10,9.7,9.7,62050.0,9.838,9.1135
1457,2020-06-10,12.6,12.5,446386.0,12.510000000000003,12.1575
1459,2020-06-10,7.71,7.7,114485.0,7.6659999999999995,7.250500000000001
1460,2020-06-10,9.0,8.75,3289354.0,8.438,8.168
1463,2020-06-10,12.25,12.15,226000.0,12.059999999999999,11.7325
1464,2020-06-10,21.9,21.65,849293.0,21.71,21.285
1465,2020-06-10,15.55,15.5,186335.0,15.440000000000001,15.355
1466,2020-06-10,13.6,13.95,1033090.0,14.339999999999998,10.223
1467,2020-06-10,20.75,21.3,4225554.0,19.610000000000003,14.008500000000002
1468,2020-06-10,11.9,11.9,43006.0,10.158,9.861
