identifier,date_,adj_close_,close_,volume_,MA_5,MA_20
00657K,2020-07-06,9.51,9.51,100.0,9.370000000000001,13.1585
00660,2020-07-06,23.5433,23.93,80000.0,23.037640000000003,22.925
00661,2020-07-06,28.44,28.44,13000.0,28.106,28.3485
00662,2020-07-06,39.76,39.76,306666.0,38.878,38.1265
00663L,2020-07-06,50.25,50.25,40000.0,47.58,45.39
00664R,2020-07-06,10.28,10.28,5195600.0,10.575999999999999,10.843
00665L,2020-07-06,24.6,24.6,614000.0,22.232000000000003,21.5245
00666R,2020-07-06,12.3,12.3,257000.0,13.046000000000001,13.299000000000001
00668,2020-07-06,28.0,28.0,752218.0,27.609999999999996,28.073999999999995
00668K,2020-07-06,9.51,9.51,100.0,9.372,9.4995
00669R,2020-07-06,11.19,11.19,8666000.0,11.398,11.336
00670L,2020-07-06,56.5,56.5,623000.0,54.0,51.419500000000006
00671R,2020-07-06,8.25,8.25,3943000.0,8.462,8.711
00673R,2020-07-06,30.7,30.7,235000.0,31.252,32.326499999999996
00674R,2020-07-06,13.73,13.73,172000.0,13.698000000000002,13.984500000000002
00675L,2020-07-06,21.9,21.9,351000.0,20.72,19.779
00676R,2020-07-06,5.56,5.56,8046315.0,5.720000000000001,5.8675
00677U,2020-07-06,5.66,5.66,415950998.0,6.04,6.231
00678,2020-07-06,26.78,26.78,419696.0,26.333999999999996,25.738
00680L,2020-07-06,31.18,31.18,79000.0,31.619999999999997,30.9575
00681R,2020-07-06,12.75,12.75,81000.0,12.687999999999999,12.873000000000001
00682U,2020-07-06,19.42,19.42,11000.0,19.448,19.426000000000002
00683L,2020-07-06,19.2,19.2,84000.0,19.241999999999997,19.245
00684R,2020-07-06,18.39,18.39,34000.0,18.32,18.330000000000002
00685L,2020-07-06,18.74,18.74,53000.0,17.762,16.9785
00686R,2020-07-06,6.08,6.08,146000.0,6.25,6.404999999999999
00688L,2020-07-06,31.53,31.53,142000.0,32.046,31.3705
00689R,2020-07-06,13.07,13.07,101000.0,12.998000000000001,13.188999999999998
00690,2020-07-06,23.9242,24.62,415000.0,23.32756,22.723145
00692,2020-07-06,23.64,23.64,0.0,23.508000000000003,23.175
00693U,2020-07-06,14.66,14.66,2223135.0,14.412,14.222
00700,2020-07-06,20.0,20.0,174962.0,18.982,18.709
00701,2020-07-06,21.31,21.31,3066848.0,21.041999999999998,20.896
00702,2020-07-06,16.1517,16.36,123000.0,15.989759999999999,16.548045
00703,2020-07-06,23.05,23.05,727102.0,22.157999999999998,21.582
00706L,2020-07-06,17.09,17.09,19000.0,17.137999999999998,17.2135
00707R,2020-07-06,19.55,19.55,1000.0,19.552,19.5355
00708L,2020-07-06,28.88,28.88,3667000.0,29.02,27.9715
00709,2020-07-06,19.53,19.53,168828.0,19.102,19.0975
00710B,2020-07-06,18.0887,18.58,349000.0,18.043960000000002,18.160655000000002
00711B,2020-07-06,21.5891,21.99,120000.0,21.47718,21.31571
00712,2020-07-06,10.1551,10.55,2691264.0,10.0781,10.491845
00713,2020-07-06,31.1097,32.68,579954.0,30.45858,30.08542
00714,2020-07-06,18.5004,18.76,244000.0,18.2065,18.56597
00715L,2020-07-06,5.85,5.85,0.0,5.904,6.178
