identifier,date_,adj_close_,close_,volume_,MA_5,MA_20
00657K,2020-07-08,9.45,9.45,100.0,9.416,12.2005
00660,2020-07-08,23.2187,23.6,18000.0,23.26982,22.918605
00661,2020-07-08,28.01,28.01,0.0,28.089999999999996,28.313499999999998
00662,2020-07-08,39.92,39.92,300000.0,39.616,38.384
00663L,2020-07-08,50.75,50.75,46000.0,49.382000000000005,45.9965
00664R,2020-07-08,10.21,10.21,3261000.0,10.372,10.769000000000002
00665L,2020-07-08,25.33,25.33,414000.0,23.936,21.9045
00666R,2020-07-08,12.1,12.1,140000.0,12.52,13.172
00668,2020-07-08,27.65,27.65,448000.0,27.744,27.958999999999996
00668K,2020-07-08,9.39,9.39,100.0,9.422,9.472
00669R,2020-07-08,11.35,11.35,6403000.0,11.324000000000002,11.3505
00670L,2020-07-08,56.85,56.85,770000.0,56.05,52.2375
00671R,2020-07-08,8.22,8.22,2505000.0,8.296000000000001,8.6355
00673R,2020-07-08,30.76,30.76,154000.0,30.96,32.178000000000004
00674R,2020-07-08,13.53,13.53,718000.0,13.666,13.906
00675L,2020-07-08,22.11,22.11,214000.0,21.506,20.038
00676R,2020-07-08,5.53,5.53,2727000.0,5.609999999999999,5.8275
00677U,2020-07-08,6.0,6.0,244873000.0,5.912000000000001,6.2924999999999995
00678,2020-07-08,26.7,26.7,367000.0,26.544,25.872500000000002
00680L,2020-07-08,32.08,32.08,175000.0,31.591999999999995,31.221500000000002
00681R,2020-07-08,12.57,12.57,91000.0,12.67,12.801499999999999
00682U,2020-07-08,19.42,19.42,8000.0,19.422000000000004,19.425
00683L,2020-07-08,19.18,19.18,44000.0,19.19,19.229000000000003
00684R,2020-07-08,18.35,18.35,33000.0,18.363999999999997,18.34
00685L,2020-07-08,19.11,19.11,32000.0,18.472,17.2085
00686R,2020-07-08,6.04,6.04,141000.0,6.128,6.3635
00688L,2020-07-08,32.48,32.48,133000.0,32.016,31.629
00689R,2020-07-08,12.9,12.9,100000.0,12.994,13.12
00690,2020-07-08,24.2255,24.93,284000.0,23.794019999999996,22.89612
00692,2020-07-08,24.54,24.54,3724000.0,23.82,23.282000000000004
00693U,2020-07-08,14.85,14.85,3848000.0,14.716,14.2945
00700,2020-07-08,20.24,20.24,117000.0,19.64,18.854499999999998
00701,2020-07-08,21.32,21.32,1881000.0,21.204,20.926
00702,2020-07-08,15.9542,16.16,45739.0,16.049,16.41131
00703,2020-07-08,23.28,23.28,601000.0,22.772,21.7875
00706L,2020-07-08,17.17,17.17,11000.0,17.172000000000004,17.262
00707R,2020-07-08,19.53,19.53,1000.0,19.524,19.4965
00708L,2020-07-08,29.67,29.67,4916000.0,29.119999999999997,28.254
00709,2020-07-08,19.17,19.17,105000.0,19.244,19.061
00710B,2020-07-08,18.1083,18.6,774000.0,18.08294,18.142785
00711B,2020-07-08,21.6579,22.06,108274.0,21.598940000000002,21.363965
00712,2020-07-08,9.8086,10.19,3497000.0,9.985679999999999,10.373335
00713,2020-07-08,31.0241,32.59,111790.0,30.83748,30.15444
00714,2020-07-08,17.958,18.21,71401.0,18.2696,18.46045
00715L,2020-07-08,5.64,5.64,10979000.0,5.808,6.0845
00717,2020-07-08,16.0022,16.33,1016098.0,16.01396,16.15164
00728,2020-07-08,21.88,21.88,373000.0,21.342000000000002,20.377
00730,2020-07-08,16.9186,17.78,519690.0,16.87104,16.488005
00731,2020-07-08,45.3267,47.35,1041550.0,45.03564,44.181290000000004
00732,2020-07-08,37.77,37.77,100000.0,37.648,37.665499999999994
00733,2020-07-08,24.1585,24.52,263007.0,23.82742,22.351995
00735,2020-07-08,22.49,22.49,262000.0,22.122,21.262999999999998
00736,2020-07-08,19.75,19.75,213000.0,19.375999999999998,18.663
00737,2020-07-08,23.73,23.73,336000.0,23.625999999999998,23.2495
00738U,2020-07-08,20.04,20.04,2772000.0,19.812,19.538999999999998
00739,2020-07-08,24.4414,24.93,1038510.0,23.49824,21.675165
00742,2020-07-08,20.7609,21.76,622000.0,20.638779999999997,20.216605
00743,2020-07-08,25.14,25.14,78000.0,24.082,22.0125
00752,2020-07-08,27.1,27.1,2618000.0,26.332,25.097500000000004
00753L,2020-07-08,32.8,32.8,1590000.0,30.627999999999997,27.307000000000006
00757,2020-07-08,32.6,32.6,445000.0,31.698,30.279499999999995
00762,2020-07-08,29.04,29.04,145000.0,28.826,28.224
00763U,2020-07-08,18.82,18.82,43000.0,18.61,18.058999999999997
00770,2020-07-08,28.28,28.28,147000.0,28.151999999999997,27.407500000000006
00771,2020-07-08,18.34,18.34,81000.0,18.366,18.653
00774B,2020-07-08,37.6633,38.45,220000.0,37.79064,37.923855
00775B,2020-07-08,45.778,46.45,7000.0,45.29504,44.910669999999996
00783,2020-07-08,21.42,21.42,2216000.0,19.972,19.152499999999996
008201,2020-07-08,118.0,118.0,9900.0,111.10999999999999,103.1125
00830,2020-07-08,19.01,19.01,1054000.0,18.872,18.551000000000002
00850,2020-07-08,23.86,23.86,4760000.0,23.436,22.653
00851,2020-07-08,25.26,25.26,27000.0,24.93,23.9625
00852L,2020-07-08,12.22,12.22,19271000.0,12.296000000000001,12.4455
00861,2020-07-08,22.23,22.23,4114000.0,21.997999999999998,21.515
00865B,2020-07-08,38.9,38.9,158000.0,38.922000000000004,39.0725
00866,2020-07-08,19.15,19.15,70000.0,19.16,19.127000000000002
00875,2020-07-08,25.43,25.43,1192000.0,25.49,24.947
00876,2020-07-08,20.63,20.63,38497847.0,20.236,
01001T,2020-07-08,16.75,16.75,11000.0,16.732,16.669
01002T,2020-07-08,16.99,16.99,276000.0,16.987999999999996,16.9985
01003T,2020-07-08,19.03,19.03,85000.0,19.03,19.0665
01004T,2020-07-08,14.4858,14.66,116000.0,14.42458,14.41815
01007T,2020-07-08,17.5578,17.77,28000.0,17.561719999999998,17.522185
1101,2020-07-08,40.5711,45.15,24634696.32,39.82528,38.91323
1102,2020-07-08,42.8324,45.8,11423233.0,42.39284,41.29164
1103,2020-07-08,17.187,18.2,989917.0,17.0548,16.587345
1104,2020-07-08,17.4,18.4,546966.0,17.314899999999998,17.085565
1108,2020-07-08,9.9057,10.05,414908.0,9.80716,9.661785
1109,2020-07-08,17.3287,18.45,176438.0,17.28176,17.01878
1110,2020-07-08,16.2509,16.35,33000.0,16.290660000000003,16.23599
1305,2020-07-08,17.832,19.25,1341482.1,17.82276,17.65602
1201,2020-07-08,21.8215,23.2,1091979.0,21.75568,21.341835
1203,2020-07-08,29.0228,29.95,92337.0,28.97434,28.257225
1210,2020-07-08,42.118,44.1,2353634.0,41.7455,41.24171
1213,2020-07-08,5.98,5.98,22000.0,5.972,5.9455
1215,2020-07-08,68.4,68.4,454197.0,68.58,68.575255
1216,2020-07-08,70.7081,73.3,7652157.0,70.59232,69.81095
1217,2020-07-08,7.51,7.51,2294567.0,7.531999999999999,7.579000000000001
1218,2020-07-08,23.65,23.65,828659.0,23.57,23.457500000000003
1219,2020-07-08,21.05,21.05,130129.0,21.07984,21.0701
1220,2020-07-08,10.7777,11.35,389000.0,10.71128,10.542720000000001
1225,2020-07-08,37.4432,38.85,665443.0,36.980560000000004,36.484210000000004
1227,2020-07-08,63.2206,65.8,1851087.0,62.91311999999999,61.793775
1229,2020-07-08,36.2723,43.8,1812748.27,36.08184,35.431745
1231,2020-07-08,40.2875,43.95,246915.9,40.27834,39.41897
1232,2020-07-08,122.0,127.0,255042.0,120.36692000000001,118.277585
1233,2020-07-08,36.5542,38.15,57872.0,36.41047999999999,35.22233
1234,2020-07-08,32.305,34.0,89540.0,31.99146,31.364335
1235,2020-07-08,25.0331,27.0,1098108.38,24.217219999999998,23.925140000000003
1236,2020-07-08,12.7977,13.1,113706.0,12.524159999999998,12.128505
1256,2020-07-08,208.7564,215.0,27101.0,206.23193999999998,204.84832
1301,2020-07-08,83.2,83.2,7838377.0,83.88000000000001,83.013835
1307,2020-07-08,20.9537,21.75,221709.0,20.963299999999997,21.09335
