identifier,date_,adj_close_,close_,volume_,MA_5,MA_20
00657K,2020-07-16,9.6,9.6,100.0,9.517999999999999,10.3625
00660,2020-07-16,23.5729,23.96,107000.0,23.320999999999998,23.079465000000003
00661,2020-07-16,28.73,28.73,0.0,28.628000000000004,28.252499999999998
00662,2020-07-16,40.38,40.38,772123.0,40.668,39.288
00663L,2020-07-16,51.2,51.2,17000.0,51.21999999999999,48.0775
00664R,2020-07-16,10.17,10.17,2415000.0,10.182,10.5275
00665L,2020-07-16,22.97,22.97,578000.0,24.048,22.786
00666R,2020-07-16,12.7,12.7,104000.0,12.45,12.874
00668,2020-07-16,28.61,28.61,207489.0,28.137999999999998,27.8485
00668K,2020-07-16,9.71,9.71,100.0,9.538,9.446
00669R,2020-07-16,10.97,10.97,4144000.0,11.172,11.325999999999999
00670L,2020-07-16,57.6,57.6,552000.0,58.75,54.86749999999999
00671R,2020-07-16,8.17,8.17,2782000.0,8.096,8.4035
00673R,2020-07-16,30.35,30.35,324000.0,30.98,31.3805
00674R,2020-07-16,13.5,13.5,136000.0,13.532,13.706999999999999
00675L,2020-07-16,22.15,22.15,519000.0,22.21,20.908499999999997
00676R,2020-07-16,5.51,5.51,1909000.0,5.514,5.6975
00677U,2020-07-16,5.99,5.99,234389249.0,6.048,6.211
00678,2020-07-16,27.08,27.08,482490.0,26.756,26.378500000000003
00680L,2020-07-16,32.82,32.82,62000.0,32.91799999999999,31.8205
00681R,2020-07-16,12.44,12.44,72000.0,12.414,12.655000000000001
00682U,2020-07-16,19.2,19.2,8000.0,19.288,19.391
00683L,2020-07-16,18.93,18.93,231000.0,19.016,19.165
00684R,2020-07-16,18.41,18.41,1000.0,18.387999999999998,18.347500000000004
00685L,2020-07-16,19.33,19.33,125000.0,19.374,18.034
00686R,2020-07-16,6.01,6.01,53000.0,6.01,6.221
00688L,2020-07-16,33.23,33.23,105000.0,33.32,32.219
00689R,2020-07-16,12.73,12.73,310000.0,12.732,12.971
00690,2020-07-16,24.0408,24.74,470036.0,24.07776,23.399485
00692,2020-07-16,24.84,24.84,3618623.0,24.798,23.8025
00693U,2020-07-16,14.22,14.22,5682350.0,14.472,14.422
00700,2020-07-16,19.3,19.3,123500.0,19.69,19.191499999999998
00701,2020-07-16,21.22,21.22,1740583.0,21.171999999999997,21.0315
00702,2020-07-16,16.1813,16.39,46171.0,15.9404,16.101805000000002
00703,2020-07-16,23.03,23.03,416000.0,23.634000000000004,22.533
00706L,2020-07-16,17.35,17.35,13000.0,17.3,17.271
00707R,2020-07-16,19.42,19.42,1000.0,19.424,19.468
00708L,2020-07-16,29.78,29.78,1777000.0,29.669999999999998,29.011000000000003
00709,2020-07-16,19.51,19.51,152403.0,19.276000000000003,19.137
00710B,2020-07-16,18.1569,18.65,158000.0,18.10238,18.1165
00711B,2020-07-16,21.756,22.16,112200.0,21.695159999999998,21.519405
00712,2020-07-16,10.1647,10.56,4059399.0,9.80086,10.09447
00713,2020-07-16,31.1383,32.71,61655.0,31.02978,30.487155
00714,2020-07-16,17.9482,18.05,145000.0,17.87516,18.15572
00715L,2020-07-16,4.72,4.72,8577436.0,4.808,5.688000000000001
00717,2020-07-16,16.061,16.39,1390728.0,16.035519999999998,16.068350000000002
00728,2020-07-16,21.44,21.44,269646.0,21.497999999999998,20.8855
00730,2020-07-16,16.7949,17.65,1308464.0,16.88434,16.643115
00731,2020-07-16,45.1065,47.12,1246106.0,45.11224,44.527345
00732,2020-07-16,37.95,37.95,102000.0,37.92,37.7035
00733,2020-07-16,23.7742,24.13,259310.0,23.83726,23.151525
00735,2020-07-16,22.5,22.5,86000.0,22.616,21.8015
00736,2020-07-16,19.47,19.47,155000.0,19.738,19.078
00737,2020-07-16,23.86,23.86,693971.0,23.804,23.4745
00738U,2020-07-16,21.23,21.23,2086000.0,20.922,20.0045
00739,2020-07-16,24.2747,24.76,1426217.0,25.02176,22.974195
00742,2020-07-16,20.5415,21.53,883000.0,20.6369,20.383095
00743,2020-07-16,24.71,24.71,117133.0,25.612000000000002,23.428
00752,2020-07-16,27.02,27.02,1437200.0,27.636000000000003,26.127999999999997
00753L,2020-07-16,30.91,30.91,916000.0,32.888,29.6325
00757,2020-07-16,33.88,33.88,661001.0,34.344,31.683999999999997
00762,2020-07-16,29.22,29.22,275000.0,29.497999999999998,28.709500000000002
00763U,2020-07-16,19.31,19.31,70000.0,19.568,18.596
00770,2020-07-16,28.41,28.41,148077.0,28.671999999999997,27.921
00771,2020-07-16,18.46,18.46,51000.0,18.396,18.4865
00774B,2020-07-16,37.4478,38.23,2000.0,37.359660000000005,37.713750000000005
00775B,2020-07-16,46.4186,47.1,66000.0,46.2983,45.423635000000004
00783,2020-07-16,21.47,21.47,1331000.0,22.218,20.2465
008201,2020-07-16,114.1,114.1,300.0,116.95,108.09
00830,2020-07-16,19.26,19.26,571418.0,19.357999999999997,18.8455
00850,2020-07-16,24.06,24.06,3376357.0,24.018,23.1755
00851,2020-07-16,25.62,25.62,84000.0,25.948,24.755000000000003
00852L,2020-07-16,13.02,13.02,10120000.0,12.616,12.356
00861,2020-07-16,22.24,22.24,3036166.0,22.334,21.860000000000003
00865B,2020-07-16,38.94,38.94,111000.0,38.94,38.992000000000004
00866,2020-07-16,19.68,19.68,43000.0,19.392,19.146
00875,2020-07-16,25.67,25.67,1411206.0,25.841999999999995,25.359
00876,2020-07-16,20.43,20.43,12224810.0,20.612,
00878,2020-07-16,14.97,14.97,0.0,14.98,
01001T,2020-07-16,16.76,16.76,28000.0,16.752000000000002,16.707
01002T,2020-07-16,17.1,17.1,50000.0,17.046,17.006999999999998
01003T,2020-07-16,19.0,19.0,199000.0,19.0,19.051
01004T,2020-07-16,14.5254,14.7,48000.0,14.527359999999998,14.443845000000001
01007T,2020-07-16,17.5281,17.74,9000.0,17.534039999999997,17.538495
1101,2020-07-16,39.987,44.5,38502873.49,40.53516,39.425419999999995
1102,2020-07-16,42.4583,45.4,15263687.0,43.20646000000001,41.83873
1103,2020-07-16,17.187,18.2,2209359.0,17.045360000000002,16.88954
1104,2020-07-16,17.6,17.6,1345893.0,17.38326,17.216140000000003
1108,2020-07-16,9.8367,9.98,283000.0,9.803239999999999,9.826384999999998
1109,2020-07-16,17.0,17.0,993130.0,17.065739999999998,17.086875
1110,2020-07-16,16.2012,16.3,24403.0,16.24096,16.22108
1305,2020-07-16,17.8783,19.3,1730151.15,17.7394,17.686124999999997
1201,2020-07-16,21.5394,22.9,2338835.0,21.37946,21.494680000000002
1203,2020-07-16,29.265,30.2,91267.0,29.197179999999996,28.71752
1210,2020-07-16,44.9831,47.1,6493240.0,43.53146,41.92219
1213,2020-07-16,8.92,8.92,41813.0,7.444,6.3919999999999995
