identifier,date_,adj_close_,close_,volume_,MA_5,MA_20
00657K,2020-06-17,9.37,9.37,100.0,13.006,13.782999999999998
00660,2020-06-17,22.7858,23.16,40000.0,22.439479999999996,22.079385
00662,2020-06-17,38.04,38.04,277200.0,37.49999999999999,37.1375
00663L,2020-06-17,44.73,44.73,111000.0,43.856,42.3215
00664R,2020-06-17,10.93,10.93,2166499.0,11.038,11.267
00665L,2020-06-17,20.84,20.84,606000.0,20.91,20.737000000000002
00666R,2020-06-17,13.54,13.54,209000.0,13.508000000000001,13.6905
00668,2020-06-17,28.19,28.19,423430.0,27.912,24.339999999999996
00668K,2020-06-17,9.53,9.53,100.0,9.443999999999999,9.354499999999998
00669R,2020-06-17,11.3,11.3,10825000.0,11.452000000000002,11.5935
00670L,2020-06-17,50.95,50.95,1189500.0,49.660000000000004,48.114
00671R,2020-06-17,8.75,8.75,5306000.0,8.888,9.053
00673R,2020-06-17,32.96,32.96,567010.0,33.778000000000006,34.807500000000005
00674R,2020-06-17,14.12,14.12,334000.0,14.113999999999999,14.165000000000001
00675L,2020-06-17,19.43,19.43,209000.0,19.113999999999997,18.4615
00676R,2020-06-17,5.92,5.92,3824000.0,5.973999999999999,6.095
00677U,2020-06-17,6.67,6.67,417603699.0,6.696000000000001,6.109
00678,2020-06-17,25.44,25.44,711336.0,24.974,25.5255
00680L,2020-06-17,30.68,30.68,35016.0,31.139999999999997,31.214999999999996
00681R,2020-06-17,12.93,12.93,106000.0,12.844,12.893
00682U,2020-06-17,19.42,19.42,11000.0,19.418,19.5185
00683L,2020-06-17,19.21,19.21,173000.0,19.241999999999997,19.6295
00684R,2020-06-17,18.34,18.34,1000.0,18.381999999999998,18.1475
00685L,2020-06-17,16.67,16.67,17000.0,16.424,15.820500000000001
00686R,2020-06-17,6.46,6.46,187000.0,6.517999999999999,6.643000000000001
00688L,2020-06-17,30.98,30.98,153000.0,31.544,31.714999999999996
00689R,2020-06-17,13.24,13.24,110000.0,13.163999999999998,13.208000000000002
00690,2020-06-17,22.4763,23.13,539014.0,22.32668,21.873845
00692,2020-06-17,23.02,23.02,2220724.0,22.928,22.5095
00693U,2020-06-17,14.11,14.11,1487000.0,14.113999999999999,13.875499999999999
00700,2020-06-17,18.46,18.46,107603.0,18.470000000000002,18.438000000000002
00701,2020-06-17,20.88,20.88,1262776.0,20.746000000000002,20.578
00702,2020-06-17,16.7835,17.0,31000.0,16.58408,16.545569999999998
00703,2020-06-17,21.29,21.29,237000.0,21.131999999999998,20.787
00706L,2020-06-17,17.29,17.29,30000.0,17.302,17.153
00707R,2020-06-17,19.5,19.5,1000.0,19.476000000000003,19.6185
00708L,2020-06-17,27.46,27.46,1699000.0,27.434000000000005,27.459500000000002
00709,2020-06-17,19.02,19.02,119300.0,18.77,18.645
00710B,2020-06-17,18.2348,18.73,221000.0,18.145919999999997,18.040705
00711B,2020-06-17,21.2651,21.66,130000.0,21.16048,21.13735
00712,2020-06-17,10.7134,11.13,4325218.0,10.41828,10.02769
00713,2020-06-17,29.8246,31.33,45849.0,29.763659999999998,29.72559
00714,2020-06-17,18.9935,19.26,407328.0,18.56352,18.31006
00715L,2020-06-17,6.23,6.23,15525000.0,6.108,5.838500000000001
00717,2020-06-17,16.2178,16.55,895964.0,16.172719999999998,16.327035000000002
00728,2020-06-17,19.84,19.84,304187.0,19.77,19.458
00730,2020-06-17,16.3286,17.16,643785.0,16.28294,16.17447
00731,2020-06-17,43.8716,45.83,1121000.0,43.74334,43.3207
00732,2020-06-17,37.6,37.6,100000.0,37.73800000000001,37.827000000000005
00733,2020-06-17,21.5081,21.83,220256.0,21.24998,20.909085
00735,2020-06-17,20.73,20.73,264000.0,20.656,20.2845
00736,2020-06-17,18.31,18.31,147000.0,18.258,17.9225
00737,2020-06-17,23.13,23.13,634994.0,22.79,22.9455
00738U,2020-06-17,19.14,19.14,1719000.0,19.238,19.5345
00739,2020-06-17,20.706,21.12,226471.0,20.67466,20.425155
00742,2020-06-17,20.0263,20.99,230000.0,20.022460000000002,19.826395
00743,2020-06-17,20.82,20.82,49532.0,20.874000000000002,20.595999999999997
00752,2020-06-17,24.45,24.45,1296377.0,24.252000000000002,23.7485
00753L,2020-06-17,25.73,25.73,1459000.0,25.348000000000003,24.2465
00757,2020-06-17,29.96,29.96,389000.0,29.526,28.815000000000005
