identifier,date_,adj_close_,close_,volume_,MA_5,MA_20
00657K,2020-01-06,9.58,9.58,100.0,9.712,9.748999999999999
00660,2020-01-06,26.1112,26.54,4000.0,26.152479999999997,26.02312
00661,2020-01-06,29.47,29.47,3000.0,29.826,29.833
00662,2020-01-06,33.75,33.75,584037.0,33.803999999999995,33.35
00663L,2020-01-06,47.3,47.3,20050.0,48.017999999999994,47.3475
00664R,2020-01-06,11.43,11.43,1617000.0,11.347999999999999,11.432
00665L,2020-01-06,28.37,28.37,141000.0,28.436,27.218
00666R,2020-01-06,12.5,12.5,85000.0,12.45,12.822
00668,2020-01-06,30.94,30.94,11097.0,30.907999999999998,30.7565
00668K,2020-01-06,10.27,10.27,100.0,10.286,10.194999999999999
00669R,2020-01-06,11.44,11.44,3705000.0,11.404,11.492500000000001
00670L,2020-01-06,43.74,43.74,311000.0,43.814,42.4995
00671R,2020-01-06,10.88,10.88,366000.0,10.862,11.051
00673R,2020-01-06,12.52,12.52,47557174.0,12.978,13.386
00674R,2020-01-06,15.92,15.92,249000.0,16.356,16.7955
00675L,2020-01-06,20.47,20.47,65000.0,20.758000000000003,20.505
00676R,2020-01-06,6.2,6.2,1006000.0,6.1579999999999995,6.2075
00677U,2020-01-06,3.0,3.0,182912926.0,2.918,2.991
00678,2020-01-06,23.11,23.11,350000.0,23.378,23.598000000000003
00680L,2020-01-06,24.45,24.45,742000.0,23.814,23.9095
00681R,2020-01-06,15.62,15.62,14000.0,15.957999999999998,15.9285
00682U,2020-01-06,19.29,19.29,46000.0,19.23,19.306500000000003
00683L,2020-01-06,19.2,19.2,55000.0,19.106,19.2535
00684R,2020-01-06,18.65,18.65,40000.0,14.966000000000003,17.6535
00685L,2020-01-06,18.16,18.16,20000.0,18.386000000000003,18.16
00686R,2020-01-06,6.76,6.76,65000.0,6.706,6.757
00688L,2020-01-06,24.77,24.77,331000.0,24.104000000000003,24.18
00689R,2020-01-06,16.01,16.01,104000.0,12.958000000000002,15.389
00690,2020-01-06,23.3509,24.03,268000.0,23.562720000000002,23.44758
00692,2020-01-06,24.0,24.0,4790963.0,24.125999999999998,23.952
00693U,2020-01-06,15.4,15.4,1571000.0,15.547999999999998,15.372499999999999
00700,2020-01-06,21.05,21.05,154000.0,21.058,20.6255
00701,2020-01-06,21.8579,23.64,388154.0,21.94294,21.868045000000002
00702,2020-01-06,20.8566,21.36,3000.0,21.0011,20.986935
00703,2020-01-06,21.59,21.59,333000.0,21.472,20.968
00706L,2020-01-06,17.71,17.71,182000.0,17.596,17.503999999999998
00707R,2020-01-06,19.75,19.75,42000.0,19.852,19.9555
00708L,2020-01-06,24.19,24.19,16778000.0,22.964000000000002,21.83
00709,2020-01-06,21.45,21.45,117058.0,17.235999999999997,20.378
00710B,2020-01-06,19.1107,20.21,282000.0,19.10678,19.166575
00711B,2020-01-06,21.3053,22.24,142000.0,21.19032,21.185125
00712,2020-01-06,16.5429,18.14,343000.0,16.6141,16.519084999999997
00713,2020-01-06,30.4529,31.99,199110.0,30.641399999999997,30.62614
00714,2020-01-06,21.4156,22.07,112000.0,21.3962,21.308884999999997
00715L,2020-01-06,27.5,27.5,54000.0,25.456,23.842000000000002
00717,2020-01-06,18.9068,19.72,1528519.0,18.818540000000002,18.77443
00728,2020-01-06,20.9885,21.78,965251.0,21.13112,20.874785
00730,2020-01-06,17.4895,18.38,557659.0,17.548520000000003,17.473345000000002
00731,2020-01-06,46.2744,48.34,163000.0,46.54242,46.438055000000006
00732,2020-01-06,38.58,38.58,100000.0,30.851999999999997,36.5835
00733,2020-01-06,20.8677,21.18,265392.0,20.73568,20.01989
00735,2020-01-06,21.0581,21.45,115000.0,21.26428,21.064995
00736,2020-01-06,20.6504,20.91,208050.0,20.57734,20.33786
00737,2020-01-06,22.73,22.73,280489.0,22.662,22.500999999999998
00738U,2020-01-06,20.74,20.74,3787000.0,20.362000000000002,19.577
00739,2020-01-06,21.5688,22.0,1498948.0,21.3531,20.851145000000002
00742,2020-01-06,19.8927,20.85,6000.0,20.06252,19.931955
00743,2020-01-06,22.33,22.33,204465.0,21.958000000000002,21.310499999999998
00752,2020-01-06,24.71,24.71,1062050.0,24.582,24.0095
00753L,2020-01-06,28.42,28.42,192000.0,28.194,26.743000000000002
00757,2020-01-06,23.5,23.5,215000.0,23.368,22.6855
00762,2020-01-06,25.92,25.92,272174.0,25.826,25.3215
00763U,2020-01-06,19.21,19.21,11000.0,15.510000000000002,18.4435
00770,2020-01-06,24.5615,25.31,3000.0,24.55764,24.231105
00771,2020-01-06,20.4033,20.58,153000.0,20.345760000000002,20.341810000000002
00774B,2020-01-06,37.9492,39.32,2000.0,37.879720000000006,37.828095000000005
00775B,2020-01-06,44.3247,45.75,2000.0,43.8693,43.881385
00783,2020-01-06,18.81,18.81,3010613.0,18.371999999999996,17.898
008201,2020-01-06,110.0,110.0,1200.0,109.4,107.33250000000001
00830,2020-01-06,17.55,17.55,336049.0,17.63,17.329
00850,2020-01-06,23.4,23.4,7000923.0,23.588,23.4385
00851,2020-01-06,21.37,21.37,50000.0,21.308,21.072499999999998
00852L,2020-01-06,17.51,17.51,254159.0,17.556,17.332500000000003
